Transaction_ID,Date,Business_ID,Category,Cash_Inflow,Cash_Outflow,Net_Cashflow,Payment_Method,Notes
TXN_NEW00768,2025-06-24,SMB216,Sales Revenue,9120,58212,-58212,Online Wallet,Warning: Negative cashflow
TXN_NEW00769,2024-09-18,SMB248,Rent,0,25758,-25758,Online Wallet,Warning: Negative cashflow
TXN_NEW00770,2025-08-22,SMB205,Inventory Purchase,0,29430,-29430,Credit,Warning: Negative cashflow
TXN_NEW00771,2025-07-05,SMB244,Loan Repayment,0,6194,-6194,Credit,Warning: Negative cashflow
TXN_NEW00772,2024-07-11,SMB219,Loan Repayment,0,13353,-13353,Online Wallet,Warning: Negative cashflow
TXN_NEW00773,2025-05-11,SMB211,Sales Revenue,50493,0,50493,Cash,Market fluctuation
TXN_NEW00774,2025-05-12,SMB209,Sales Revenue,56330,0,56330,Bank Transfer,Normal transaction
TXN_NEW00775,2025-05-15,SMB243,Rent,0,27975,-27975,Online Wallet,Warning: Negative cashflow
TXN_NEW00776,2024-12-30,SMB227,Inventory Purchase,0,26192,-26192,Cash,Warning: Negative cashflow
TXN_NEW00777,2025-05-05,SMB217,Inventory Purchase,0,12763,-12763,Online Wallet,Warning: Negative cashflow
TXN_NEW00778,2024-12-10,SMB242,Payroll,0,18685,-18685,Online Wallet,Warning: Negative cashflow
TXN_NEW00779,2024-08-22,SMB205,Loan Repayment,0,21006,-21006,Credit,Warning: Negative cashflow
TXN_NEW00780,2025-07-16,SMB212,Payroll,0,23029,-23029,Bank Transfer,Warning: Negative cashflow
TXN_NEW00781,2024-06-20,SMB211,Rent,0,6532,-6532,Bank Transfer,Warning: Negative cashflow
TXN_NEW00782,2025-08-16,SMB207,Payroll,0,24440,-24440,Online Wallet,Warning: Negative cashflow
TXN_NEW00783,2024-06-04,SMB220,Payroll,0,59508,-53656,Bank Transfer,Warning: Negative cashflow
TXN_NEW00784,2024-12-29,SMB222,Inventory Purchase,0,13057,-13057,Online Wallet,Warning: Negative cashflow
TXN_NEW00785,2025-08-09,SMB231,Loan Repayment,0,22557,-22557,Bank Transfer,Warning: Negative cashflow
TXN_NEW00786,2025-07-10,SMB227,Inventory Purchase,0,10660,-10660,Online Wallet,Warning: Negative cashflow
TXN_NEW00787,2025-06-17,SMB241,Payroll,0,27039,-27039,Cash,Warning: Negative cashflow
TXN_NEW00788,2025-04-26,SMB234,Rent,0,11166,-11166,Online Wallet,Warning: Negative cashflow
TXN_NEW00789,2024-08-18,SMB230,Rent,0,176448,-176448,Online Wallet,Warning: Negative cashflow
TXN_NEW00790,2025-07-10,SMB208,Miscellaneous,0,5881,-5881,Online Wallet,Warning: Negative cashflow
TXN_NEW00791,2025-04-01,SMB211,Payroll,0,19545,-19545,Online Wallet,Warning: Negative cashflow
TXN_NEW00792,2024-06-21,SMB242,Rent,0,23528,-23528,Credit,Warning: Negative cashflow
TXN_NEW00793,2024-12-10,SMB233,Miscellaneous,0,3815,-3815,Credit,Warning: Negative cashflow
TXN_NEW00794,2025-05-24,SMB214,Miscellaneous,0,11984,-11984,Cash,Warning: Negative cashflow
TXN_NEW00795,2025-08-04,SMB226,Payroll,0,13600,-13600,Bank Transfer,Warning: Negative cashflow
TXN_NEW00796,2024-06-28,SMB249,Sales Revenue,31123,0,31123,Online Wallet,Customer delay
TXN_NEW00797,2025-05-14,SMB217,Rent,0,28957,-28957,Cash,Warning: Negative cashflow
TXN_NEW00798,2025-04-08,SMB216,Miscellaneous,7344,0,7344,Online Wallet,Normal transaction
TXN_NEW00799,2024-08-19,SMB217,Payroll,0,29578,-29578,Cash,Warning: Negative cashflow
TXN_NEW00800,2025-04-04,SMB213,Sales Revenue,9341,0,9341,Bank Transfer,Normal transaction
TXN_NEW00801,2025-07-16,SMB240,Rent,0,21500,-21500,Online Wallet,Warning: Negative cashflow
TXN_NEW00802,2024-10-26,SMB229,Rent,0,30607,-30607,Online Wallet,Warning: Negative cashflow
TXN_NEW00803,2025-05-04,SMB201,Inventory Purchase,0,27508,-27508,Credit,Warning: Negative cashflow
TXN_NEW00804,2025-06-22,SMB243,Inventory Purchase,0,21778,-21778,Cash,Warning: Negative cashflow
TXN_NEW00805,2025-04-05,SMB226,Miscellaneous,0,11014,-11014,Credit,Warning: Negative cashflow
TXN_NEW00806,2024-10-14,SMB226,Loan Repayment,0,23941,-23941,Online Wallet,Warning: Negative cashflow
TXN_NEW00807,2025-04-13,SMB233,Inventory Purchase,0,28666,-28666,Cash,Warning: Negative cashflow
TXN_NEW00808,2025-03-31,SMB250,Loan Repayment,0,13735,-13735,Online Wallet,Warning: Negative cashflow
TXN_NEW00809,2025-05-04,SMB205,Loan Repayment,0,12879,-12879,Cash,Warning: Negative cashflow
TXN_NEW00810,2025-07-11,SMB218,Miscellaneous,5041,0,5041,Online Wallet,Normal transaction
TXN_NEW00811,2025-08-24,SMB207,Payroll,0,32167,-32167,Bank Transfer,Warning: Negative cashflow
TXN_NEW00812,2024-12-16,SMB206,Inventory Purchase,0,34712,-34712,Credit,Warning: Negative cashflow
TXN_NEW00813,2025-08-14,SMB241,Inventory Purchase,0,120567,-116874,Bank Transfer,Warning: Negative cashflow
TXN_NEW00814,2024-06-06,SMB235,Rent,0,9015,-9015,Bank Transfer,Warning: Negative cashflow
TXN_NEW00815,2024-06-02,SMB231,Sales Revenue,37218,0,37218,Cash,Normal transaction
TXN_NEW00816,2025-06-28,SMB241,Payroll,0,667680,-667680,Bank Transfer,Warning: Negative cashflow
TXN_NEW00817,2024-10-15,SMB224,Inventory Purchase,0,31863,-31863,Cash,Warning: Negative cashflow
TXN_NEW00818,2024-06-18,SMB238,Sales Revenue,23346,0,23346,Online Wallet,Normal transaction
TXN_NEW00819,2025-02-08,SMB203,Miscellaneous,11231,0,11231,Bank Transfer,Normal transaction
TXN_NEW00820,2025-02-17,SMB229,Loan Repayment,0,30233,-30233,Online Wallet,Warning: Negative cashflow
TXN_NEW00821,2025-07-11,SMB204,Rent,0,17880,-17880,Cash,Warning: Negative cashflow
TXN_NEW00822,2025-07-02,SMB247,Sales Revenue,40654,0,40654,Bank Transfer,Seasonal effect
TXN_NEW00823,2024-08-10,SMB242,Miscellaneous,2223,0,2223,Bank Transfer,Customer delay
TXN_NEW00824,2025-05-26,SMB210,Sales Revenue,33751,0,33751,Online Wallet,Normal transaction
TXN_NEW00825,2024-08-03,SMB202,Payroll,0,7967,-7967,Cash,Warning: Negative cashflow
TXN_NEW00826,2024-07-24,SMB209,Inventory Purchase,0,33149,-33149,Credit,Warning: Negative cashflow
TXN_NEW00827,2025-07-16,SMB247,Sales Revenue,6256,0,6256,Credit,Seasonal effect
TXN_NEW00828,2025-04-15,SMB212,Inventory Purchase,0,11916,-11916,Online Wallet,Warning: Negative cashflow
TXN_NEW00829,2025-02-06,SMB203,Sales Revenue,33615,0,33615,Cash,Market fluctuation
TXN_NEW00830,2025-07-20,SMB218,Inventory Purchase,0,10376,-10376,Cash,Warning: Negative cashflow
TXN_NEW00831,2024-07-15,SMB236,Payroll,0,11958,-11958,Cash,Warning: Negative cashflow
TXN_NEW00832,2025-02-18,SMB237,Sales Revenue,35420,0,35420,Online Wallet,Normal transaction
TXN_NEW00833,2024-11-04,SMB205,Loan Repayment,0,83733,-69951,Cash,Warning: Negative cashflow
TXN_NEW00834,2024-12-17,SMB222,Inventory Purchase,0,118407,-96982,Online Wallet,Warning: Negative cashflow
TXN_NEW00835,2024-12-15,SMB222,Rent,0,10770,-10770,Cash,Warning: Negative cashflow
TXN_NEW00836,2024-10-13,SMB225,Payroll,0,21256,-21256,Bank Transfer,Warning: Negative cashflow
TXN_NEW00837,2025-04-19,SMB246,Payroll,0,31493,-31493,Bank Transfer,Warning: Negative cashflow
TXN_NEW00838,2024-09-07,SMB211,Loan Repayment,0,30902,-30902,Online Wallet,Warning: Negative cashflow
TXN_NEW00839,2024-06-20,SMB209,Miscellaneous,10055,0,10055,Cash,Normal transaction
TXN_NEW00840,2025-01-09,SMB235,Payroll,0,4313,-4313,Online Wallet,Warning: Negative cashflow
TXN_NEW00841,2024-07-15,SMB214,Payroll,0,21539,-21539,Bank Transfer,Warning: Negative cashflow
TXN_NEW00842,2024-07-30,SMB245,Sales Revenue,41826,0,41826,Credit,Seasonal effect
TXN_NEW00843,2024-06-29,SMB231,Sales Revenue,51195,0,51195,Bank Transfer,Seasonal effect
TXN_NEW00844,2024-06-04,SMB249,Loan Repayment,0,12323,-12323,Bank Transfer,Warning: Negative cashflow
TXN_NEW00845,2025-01-09,SMB242,Loan Repayment,0,29267,-29267,Online Wallet,Warning: Negative cashflow
TXN_NEW00846,2024-10-21,SMB243,Miscellaneous,11530,53858,-53858,Credit,Warning: Negative cashflow
TXN_NEW00847,2025-08-03,SMB222,Rent,0,11266,-11266,Online Wallet,Warning: Negative cashflow
TXN_NEW00848,2024-11-23,SMB215,Sales Revenue,46860,0,46860,Cash,Normal transaction
TXN_NEW00849,2024-09-18,SMB229,Inventory Purchase,0,22008,-22008,Cash,Warning: Negative cashflow
TXN_NEW00850,2024-09-12,SMB250,Inventory Purchase,0,132503,-122908,Bank Transfer,Warning: Negative cashflow
TXN_NEW00851,2024-11-03,SMB208,Inventory Purchase,0,4073,-4073,Credit,Warning: Negative cashflow
TXN_NEW00852,2025-02-10,SMB239,Sales Revenue,37644,0,37644,Credit,Market fluctuation
TXN_NEW00853,2024-11-01,SMB217,Sales Revenue,58743,0,58743,Cash,Normal transaction
TXN_NEW00854,2024-08-20,SMB236,Payroll,0,32079,-32079,Cash,Warning: Negative cashflow
TXN_NEW00855,2024-07-13,SMB236,Rent,0,16183,-16183,Bank Transfer,Warning: Negative cashflow
TXN_NEW00856,2024-07-07,SMB239,Sales Revenue,26628,0,26628,Bank Transfer,Normal transaction
TXN_NEW00857,2025-05-09,SMB245,Payroll,0,12953,-12953,Bank Transfer,Warning: Negative cashflow
TXN_NEW00858,2024-08-12,SMB249,Inventory Purchase,0,15218,-15218,Bank Transfer,Warning: Negative cashflow
TXN_NEW00859,2024-09-15,SMB241,Sales Revenue,28853,0,28853,Cash,Market fluctuation
TXN_NEW00860,2024-06-21,SMB217,Miscellaneous,4802,0,4802,Cash,Normal transaction
TXN_NEW00861,2025-08-25,SMB222,Rent,0,26473,-26473,Online Wallet,Warning: Negative cashflow
TXN_NEW00862,2025-07-17,SMB243,Rent,0,27814,-27814,Credit,Warning: Negative cashflow
TXN_NEW00863,2024-10-26,SMB212,Miscellaneous,0,11931,-11931,Cash,Warning: Negative cashflow
TXN_NEW00864,2024-10-12,SMB208,Inventory Purchase,0,29063,-29063,Online Wallet,Warning: Negative cashflow
TXN_NEW00865,2024-06-03,SMB219,Payroll,0,19045,-19045,Online Wallet,Warning: Negative cashflow
TXN_NEW00866,2025-07-28,SMB226,Payroll,0,31014,-31014,Cash,Warning: Negative cashflow
TXN_NEW00867,2024-08-15,SMB227,Payroll,0,34992,-34992,Cash,Warning: Negative cashflow
TXN_NEW00868,2024-12-21,SMB249,Rent,0,24247,-24247,Online Wallet,Warning: Negative cashflow
TXN_NEW00869,2024-11-27,SMB235,Payroll,0,29390,-29390,Cash,Warning: Negative cashflow
TXN_NEW00870,2025-06-27,SMB248,Sales Revenue,58528,0,58528,Bank Transfer,Seasonal effect
TXN_NEW00871,2025-03-29,SMB201,Inventory Purchase,0,17328,-17328,Credit,Warning: Negative cashflow
TXN_NEW00872,2024-10-06,SMB226,Miscellaneous,0,11247,-11247,Online Wallet,Warning: Negative cashflow
TXN_NEW00873,2025-07-21,SMB205,Payroll,0,21558,-21558,Cash,Warning: Negative cashflow
TXN_NEW00874,2025-08-20,SMB240,Inventory Purchase,0,24145,-24145,Credit,Warning: Negative cashflow
TXN_NEW00875,2025-08-05,SMB250,Rent,0,28505,-28505,Online Wallet,Warning: Negative cashflow
TXN_NEW00876,2024-11-05,SMB246,Inventory Purchase,0,13988,-13988,Credit,Warning: Negative cashflow
TXN_NEW00877,2025-03-02,SMB221,Miscellaneous,1402,0,1402,Cash,Market fluctuation
TXN_NEW00878,2024-06-06,SMB243,Inventory Purchase,0,16949,-16949,Cash,Warning: Negative cashflow
TXN_NEW00879,2025-03-22,SMB202,Rent,0,9883,-9883,Cash,Warning: Negative cashflow
TXN_NEW00880,2024-10-02,SMB220,Sales Revenue,39136,0,39136,Credit,Customer delay
TXN_NEW00881,2025-06-17,SMB212,Payroll,0,137135,-120996,Cash,Warning: Negative cashflow
TXN_NEW00882,2025-01-02,SMB209,Miscellaneous,9393,0,9393,Credit,Normal transaction
TXN_NEW00883,2024-07-25,SMB230,Payroll,0,14871,-14871,Cash,Warning: Negative cashflow
TXN_NEW00884,2025-01-10,SMB215,Sales Revenue,28433,0,28433,Bank Transfer,Seasonal effect
TXN_NEW00885,2025-01-07,SMB246,Rent,0,27638,-27638,Cash,Warning: Negative cashflow
TXN_NEW00886,2024-09-24,SMB227,Miscellaneous,7385,0,7385,Online Wallet,Seasonal effect
TXN_NEW00887,2025-06-30,SMB235,Payroll,0,31740,-31740,Online Wallet,Warning: Negative cashflow
TXN_NEW00888,2024-10-31,SMB211,Sales Revenue,37612,0,37612,Cash,Normal transaction
TXN_NEW00889,2024-11-08,SMB232,Loan Repayment,0,25765,-25765,Credit,Warning: Negative cashflow
TXN_NEW00890,2025-04-04,SMB209,Sales Revenue,53356,0,53356,Credit,Market fluctuation
TXN_NEW00891,2024-10-22,SMB225,Miscellaneous,9012,0,9012,Bank Transfer,Seasonal effect
TXN_NEW00892,2024-09-14,SMB223,Payroll,0,18963,-18963,Credit,Warning: Negative cashflow
TXN_NEW00893,2024-09-24,SMB229,Sales Revenue,59223,0,59223,Credit,Normal transaction
TXN_NEW00894,2024-08-26,SMB202,Sales Revenue,53144,0,53144,Cash,Market fluctuation
TXN_NEW00895,2024-08-26,SMB209,Loan Repayment,0,12337,-12337,Bank Transfer,Warning: Negative cashflow
TXN_NEW00896,2024-11-21,SMB204,Miscellaneous,0,2059,-2059,Bank Transfer,Warning: Negative cashflow
TXN_NEW00897,2024-12-24,SMB217,Payroll,0,13431,-13431,Online Wallet,Warning: Negative cashflow
TXN_NEW00898,2025-01-27,SMB241,Sales Revenue,56797,0,56797,Credit,Seasonal effect
TXN_NEW00899,2025-07-01,SMB217,Rent,0,13384,-13384,Cash,Warning: Negative cashflow
TXN_NEW00900,2025-04-13,SMB220,Miscellaneous,3143,0,3143,Bank Transfer,Market fluctuation
TXN_NEW00901,2025-02-01,SMB209,Miscellaneous,150786,0,150786,Online Wallet,Large inflow spike
TXN_NEW00902,2025-01-26,SMB206,Miscellaneous,0,11574,-11574,Cash,Warning: Negative cashflow
TXN_NEW00903,2024-08-12,SMB217,Loan Repayment,0,8697,-8697,Credit,Warning: Negative cashflow
TXN_NEW00904,2025-04-18,SMB250,Miscellaneous,1010,0,1010,Credit,Market fluctuation
TXN_NEW00905,2024-07-02,SMB233,Loan Repayment,0,4257,-4257,Bank Transfer,Warning: Negative cashflow
TXN_NEW00906,2025-02-10,SMB201,Miscellaneous,8119,35946,-35946,Cash,Warning: Negative cashflow
TXN_NEW00907,2025-03-30,SMB208,Payroll,0,12895,-12895,Cash,Warning: Negative cashflow
TXN_NEW00908,2025-04-01,SMB248,Loan Repayment,0,28798,-28798,Cash,Warning: Negative cashflow
TXN_NEW00909,2024-06-04,SMB228,Payroll,0,105552,-91051,Bank Transfer,Warning: Negative cashflow
TXN_NEW00910,2024-07-06,SMB246,Rent,0,33402,-33402,Online Wallet,Warning: Negative cashflow
TXN_NEW00911,2025-08-08,SMB235,Payroll,0,32891,-32891,Credit,Warning: Negative cashflow
TXN_NEW00912,2025-04-10,SMB214,Sales Revenue,38196,0,38196,Bank Transfer,Market fluctuation
TXN_NEW00913,2024-10-26,SMB249,Inventory Purchase,0,5412,-5412,Credit,Warning: Negative cashflow
TXN_NEW00914,2025-07-16,SMB229,Miscellaneous,6814,0,6814,Credit,Seasonal effect
TXN_NEW00915,2025-01-26,SMB222,Payroll,0,14122,-14122,Cash,Warning: Negative cashflow
TXN_NEW00916,2025-06-03,SMB228,Loan Repayment,0,32223,-32223,Credit,Warning: Negative cashflow
TXN_NEW00917,2024-09-02,SMB203,Inventory Purchase,0,34382,-34382,Credit,Warning: Negative cashflow
TXN_NEW00918,2024-12-16,SMB226,Loan Repayment,0,33007,-33007,Online Wallet,Warning: Negative cashflow
TXN_NEW00919,2025-01-04,SMB224,Sales Revenue,10841,0,10841,Bank Transfer,Market fluctuation
TXN_NEW00920,2024-08-10,SMB233,Miscellaneous,0,6487,-6487,Cash,Warning: Negative cashflow
TXN_NEW00921,2025-01-05,SMB202,Loan Repayment,0,4997,-4997,Online Wallet,Warning: Negative cashflow
TXN_NEW00922,2024-11-13,SMB204,Payroll,0,81663,-56846,Credit,Warning: Negative cashflow
TXN_NEW00923,2025-07-03,SMB237,Loan Repayment,0,34296,-34296,Cash,Warning: Negative cashflow
TXN_NEW00924,2025-08-15,SMB204,Inventory Purchase,0,27746,-27746,Online Wallet,Warning: Negative cashflow
TXN_NEW00925,2024-12-25,SMB223,Rent,0,6549,-6549,Credit,Warning: Negative cashflow
TXN_NEW00926,2024-06-20,SMB246,Inventory Purchase,0,33097,-33097,Bank Transfer,Warning: Negative cashflow
TXN_NEW00927,2024-09-18,SMB243,Loan Repayment,0,17226,-17226,Cash,Warning: Negative cashflow
TXN_NEW00928,2025-02-19,SMB250,Sales Revenue,34200,0,34200,Online Wallet,Market fluctuation
TXN_NEW00929,2025-07-04,SMB249,Inventory Purchase,0,9926,-9926,Cash,Warning: Negative cashflow
TXN_NEW00930,2024-09-03,SMB213,Payroll,0,24337,-24337,Cash,Warning: Negative cashflow
TXN_NEW00931,2024-10-10,SMB249,Rent,0,31228,-31228,Credit,Warning: Negative cashflow
TXN_NEW00932,2024-11-22,SMB210,Inventory Purchase,0,12152,-12152,Cash,Warning: Negative cashflow
TXN_NEW00933,2024-11-22,SMB216,Inventory Purchase,0,33838,-33838,Credit,Warning: Negative cashflow
TXN_NEW00934,2025-02-15,SMB201,Rent,0,17592,-17592,Online Wallet,Warning: Negative cashflow
TXN_NEW00935,2024-08-03,SMB240,Sales Revenue,21372,0,21372,Online Wallet,Seasonal effect
TXN_NEW00936,2024-12-13,SMB218,Inventory Purchase,0,19620,-19620,Online Wallet,Warning: Negative cashflow
TXN_NEW00937,2024-11-21,SMB233,Payroll,0,6439,-6439,Credit,Warning: Negative cashflow
TXN_NEW00938,2024-10-14,SMB204,Inventory Purchase,0,27407,-27407,Cash,Warning: Negative cashflow
TXN_NEW00939,2025-07-22,SMB218,Payroll,0,14151,-14151,Bank Transfer,Warning: Negative cashflow
TXN_NEW00940,2024-10-20,SMB210,Miscellaneous,11634,0,11634,Bank Transfer,Normal transaction
TXN_NEW00941,2024-09-12,SMB201,Miscellaneous,8148,0,8148,Online Wallet,Customer delay
TXN_NEW00942,2024-11-22,SMB214,Miscellaneous,6427,0,6427,Cash,Seasonal effect
TXN_NEW00943,2025-01-21,SMB213,Payroll,0,26897,-26897,Credit,Warning: Negative cashflow
TXN_NEW00944,2024-11-12,SMB241,Loan Repayment,0,18832,-18832,Credit,Warning: Negative cashflow
TXN_NEW00945,2024-07-27,SMB227,Loan Repayment,0,24524,-24524,Bank Transfer,Warning: Negative cashflow
TXN_NEW00946,2025-01-05,SMB214,Rent,0,24265,-24265,Online Wallet,Warning: Negative cashflow
TXN_NEW00947,2025-04-28,SMB212,Rent,0,28335,-28335,Online Wallet,Warning: Negative cashflow
TXN_NEW00948,2025-07-21,SMB208,Loan Repayment,0,32075,-32075,Cash,Warning: Negative cashflow
TXN_NEW00949,2025-03-02,SMB206,Inventory Purchase,0,27540,-27540,Credit,Warning: Negative cashflow
TXN_NEW00950,2025-03-09,SMB224,Miscellaneous,0,2270,-2270,Cash,Warning: Negative cashflow
TXN_NEW00951,2025-05-25,SMB229,Sales Revenue,45023,0,45023,Credit,Customer delay
TXN_NEW00952,2024-07-07,SMB208,Payroll,0,22276,-22276,Online Wallet,Warning: Negative cashflow
TXN_NEW00953,2024-10-23,SMB250,Miscellaneous,8842,0,8842,Bank Transfer,Customer delay
TXN_NEW00954,2024-07-19,SMB249,Loan Repayment,0,4102,-4102,Bank Transfer,Warning: Negative cashflow
TXN_NEW00955,2025-06-21,SMB219,Miscellaneous,0,4392,-4392,Bank Transfer,Warning: Negative cashflow
TXN_NEW00956,2024-12-05,SMB236,Inventory Purchase,0,26976,-26976,Cash,Warning: Negative cashflow
TXN_NEW00957,2024-07-26,SMB209,Miscellaneous,10346,0,10346,Bank Transfer,Customer delay
TXN_NEW00958,2024-06-30,SMB219,Loan Repayment,0,11618,-11618,Credit,Warning: Negative cashflow
TXN_NEW00959,2025-01-31,SMB212,Inventory Purchase,0,19480,-19480,Online Wallet,Warning: Negative cashflow
TXN_NEW00960,2024-08-02,SMB212,Inventory Purchase,0,33232,-33232,Bank Transfer,Warning: Negative cashflow
TXN_NEW00961,2025-03-12,SMB223,Payroll,0,25645,-25645,Credit,Warning: Negative cashflow
TXN_NEW00962,2024-08-25,SMB217,Loan Repayment,0,20517,-20517,Cash,Warning: Negative cashflow
TXN_NEW00963,2024-06-03,SMB250,Miscellaneous,0,37728,-37728,Credit,Warning: Negative cashflow
TXN_NEW00964,2025-07-27,SMB203,Rent,0,8463,-8463,Bank Transfer,Warning: Negative cashflow
TXN_NEW00965,2025-01-19,SMB209,Sales Revenue,24187,0,24187,Cash,Customer delay
TXN_NEW00966,2025-05-14,SMB236,Miscellaneous,0,1330,-1330,Online Wallet,Warning: Negative cashflow
TXN_NEW00967,2025-06-21,SMB218,Miscellaneous,0,11371,-11371,Bank Transfer,Warning: Negative cashflow
TXN_NEW00968,2025-08-02,SMB220,Rent,0,24612,-24612,Bank Transfer,Warning: Negative cashflow
TXN_NEW00969,2024-11-04,SMB231,Rent,0,23802,-23802,Credit,Warning: Negative cashflow
TXN_NEW00970,2024-10-04,SMB205,Inventory Purchase,0,31910,-31910,Bank Transfer,Warning: Negative cashflow
TXN_NEW00971,2024-12-09,SMB206,Miscellaneous,0,2412,-2412,Credit,Warning: Negative cashflow
TXN_NEW00972,2024-06-07,SMB222,Rent,0,9823,-9823,Bank Transfer,Warning: Negative cashflow
TXN_NEW00973,2024-07-10,SMB239,Inventory Purchase,0,68003,-57831,Credit,Warning: Negative cashflow
TXN_NEW00974,2024-09-16,SMB209,Payroll,0,10779,-10779,Online Wallet,Warning: Negative cashflow
TXN_NEW00975,2025-06-02,SMB216,Rent,0,261144,-261144,Cash,Warning: Negative cashflow
TXN_NEW00976,2024-09-15,SMB221,Inventory Purchase,0,31736,-31736,Cash,Warning: Negative cashflow
TXN_NEW00977,2025-01-13,SMB219,Miscellaneous,6382,0,6382,Credit,Customer delay
TXN_NEW00978,2024-08-06,SMB249,Miscellaneous,0,5724,-5724,Cash,Warning: Negative cashflow
TXN_NEW00979,2024-10-11,SMB223,Loan Repayment,0,13708,-13708,Cash,Warning: Negative cashflow
TXN_NEW00980,2024-07-29,SMB224,Rent,0,32952,-32952,Cash,Warning: Negative cashflow
TXN_NEW00981,2024-06-18,SMB203,Rent,0,16549,-16549,Bank Transfer,Warning: Negative cashflow
TXN_NEW00982,2024-10-30,SMB215,Sales Revenue,35269,0,35269,Online Wallet,Seasonal effect
TXN_NEW00983,2024-09-29,SMB223,Loan Repayment,0,14275,-14275,Credit,Warning: Negative cashflow
TXN_NEW00984,2024-12-27,SMB227,Rent,0,11228,-11228,Cash,Warning: Negative cashflow
TXN_NEW00985,2025-07-26,SMB230,Rent,0,18152,-18152,Credit,Warning: Negative cashflow
TXN_NEW00986,2024-12-07,SMB225,Inventory Purchase,0,22341,-22341,Credit,Warning: Negative cashflow
TXN_NEW00987,2025-01-25,SMB250,Sales Revenue,58715,0,58715,Cash,Market fluctuation
TXN_NEW00988,2025-08-01,SMB250,Miscellaneous,2327,0,2327,Cash,Market fluctuation
TXN_NEW00989,2024-10-09,SMB246,Sales Revenue,19408,0,19408,Cash,Normal transaction
TXN_NEW00990,2024-08-25,SMB238,Inventory Purchase,0,29697,-29697,Credit,Warning: Negative cashflow
TXN_NEW00991,2024-10-10,SMB209,Rent,0,17004,-17004,Cash,Warning: Negative cashflow
TXN_NEW00992,2024-06-17,SMB238,Inventory Purchase,0,28711,-28711,Cash,Warning: Negative cashflow
TXN_NEW00993,2025-01-25,SMB236,Inventory Purchase,0,31819,-31819,Cash,Warning: Negative cashflow
TXN_NEW00994,2024-07-21,SMB245,Inventory Purchase,0,24500,-24500,Online Wallet,Warning: Negative cashflow
TXN_NEW00995,2025-03-09,SMB230,Loan Repayment,0,32193,-32193,Bank Transfer,Warning: Negative cashflow
TXN_NEW00996,2025-02-03,SMB217,Inventory Purchase,0,25323,-25323,Credit,Warning: Negative cashflow
TXN_NEW00997,2025-03-31,SMB243,Inventory Purchase,0,29957,-29957,Credit,Warning: Negative cashflow
TXN_NEW00998,2024-07-16,SMB221,Rent,0,14186,-14186,Bank Transfer,Warning: Negative cashflow
TXN_NEW00999,2025-01-12,SMB214,Rent,0,7497,-7497,Cash,Warning: Negative cashflow
TXN_NEW01000,2025-01-27,SMB233,Sales Revenue,15119,0,15119,Credit,Market fluctuation
